Found 1892 lines with potential untranslated hardcoded Spanish:
components\Auth\LoginComponent.jsx:42 -> Contraseña es requerida | Context: newErrors.password = uiText(i18n, "Contraseña es requerida", "Password is required");
utils\runtimeCopy.js:197 -> Expediente completo, IA, matriz documental y presentacion a otorgantes. | Context: "Expediente completo, IA, matriz documental y presentacion a otorgantes.": "Complete file, AI, document matrix and presentation to funders.",
utils\runtimeCopy.js:198 -> Expedientes piloto | Context: "Expedientes piloto": "Pilot files",
utils\runtimeCopy.js:199 -> La demo debe convertirse en pilotos medibles. | Context: "La demo debe convertirse en pilotos medibles.": "The demo must become measurable pilots.",
utils\runtimeCopy.js:200 -> Los solicitantes no saben que documentos preparar y los otorgantes reciben informacion desigual. | Context: "Los solicitantes no saben que documentos preparar y los otorgantes reciben informacion desigual.": "Applicants don't know what documents to prepare and funders receive uneven information.",
utils\runtimeCopy.js:201 -> Medir interes de entidades y solicitantes con CTA hacia demo guiada. | Context: "Medir interes de entidades y solicitantes con CTA hacia demo guiada.": "Measure interest of entities and applicants with CTA towards guided demo.",
utils\runtimeCopy.js:202 -> Mexico primero, USA despues, otros mercados solo con validacion legal. | Context: "Mexico primero, USA despues, otros mercados solo con validacion legal.": "Mexico first, USA later, other markets only with legal validation.",
utils\runtimeCopy.js:203 -> Otorgante workflow | Context: "Otorgante workflow": "Funder workflow",
utils\runtimeCopy.js:204 -> Piloto 30 dias | Context: "Piloto 30 dias": "30-day pilot",
utils\runtimeCopy.js:205 -> Piloto tecnico | Context: "Piloto tecnico": "Technical pilot",
utils\runtimeCopy.js:206 -> Pipeline de PyMEs, credito empresarial y revision documental. | Context: "Pipeline de PyMEs, credito empresarial y revision documental.": "Pipeline of SMEs, business credit and document review.",
utils\runtimeCopy.js:207 -> Pipeline de pilotos | Context: "Pipeline de pilotos": "Pilot Pipeline",
utils\runtimeCopy.js:208 -> Procesar 10 expedientes con un aliado y medir faltantes, tiempos y acciones. | Context: "Procesar 10 expedientes con un aliado y medir faltantes, tiempos y acciones.": "Process 10 files with a partner and measure gaps, times and actions.",
utils\runtimeCopy.js:209 -> Que medir antes de pedir mas capital | Context: "Que medir antes de pedir mas capital": "What to measure before raising more capital",
utils\runtimeCopy.js:210 -> SaaS B2B, fee por expediente, servicios profesionales y modulos premium. | Context: "SaaS B2B, fee por expediente, servicios profesionales y modulos premium.": "B2B SaaS, fee per file, professional services and premium modules.",
utils\runtimeCopy.js:211 -> Senales de validacion | Context: "Senales de validacion": "Validation Signals",
utils\runtimeCopy.js:212 -> Traccion / pilotos | Context: "Traccion / pilotos": "Traction / Pilots",
utils\runtimeCopy.js:213 -> Validar si data room, memo y requerimientos reducen tiempo de primera revision. | Context: "Validar si data room, memo y requerimientos reducen tiempo de primera revision.": "Validate if data room, memo and requests reduce first review time.",
utils\runtimeCopy.js:214 -> Ya existe flujo local de solicitante, otorgante, admin, data room, IA y demo guiado. | Context: "Ya existe flujo local de solicitante, otorgante, admin, data room, IA y demo guiado.": "Local flow of applicant, funder, admin, data room, AI and guided demo already exists.",
utils\runtimeCopy.js:222 -> Contraseña es requerida | Context: "Contraseña es requerida": "Password is required",
utils\runtimeCopy.js:224 -> Las contrasenas no coinciden | Context: "Las contrasenas no coinciden": "Passwords do not match",
utils\runtimeCopy.js:225 -> Selecciona un tipo de usuario | Context: "Selecciona un tipo de usuario": "Select a user type",
utils\runtimeCopy.js:226 -> Por favor corrige los errores | Context: "Por favor corrige los errores": "Please correct the errors",
utils\runtimeCopy.js:228 -> Error en el servidor | Context: "Error en el servidor": "Server error",
utils\runtimeCopy.js:229 -> Modo demo desactivado en este entorno | Context: "Modo demo desactivado en este entorno": "Demo mode is disabled in this environment",
utils\runtimeCopy.js:232 -> Iniciar sesión | Context: "Iniciar sesión": "Sign in",
utils\runtimeCopy.js:237 -> Contraseña | Context: "Contraseña": "Password",
utils\runtimeCopy.js:239 -> Solicitante | Context: "Solicitante": "Applicant",
utils\runtimeCopy.js:240 -> Otorgante | Context: "Otorgante": "Funding Provider",
utils\runtimeCopy.js:243 -> KYC/KYB, expediente digital, validacion documental, biometria, riesgo, antifraude y auditoria para revisar casos con trazabilidad. | Context: "KYC/KYB, expediente digital, validacion documental, biometria, riesgo, antifraude y auditoria para revisar casos con trazabilidad.": "KYC/KYB, digital compliance files, document validation, biometrics, risk, anti-fraud controls and auditability to review cases with traceability.",
utils\runtimeCopy.js:246 -> Business plan, analisis financiero, pitch deck, data room y preparacion de solicitudes para credito, capital o fondeo institucional. | Context: "Business plan, analisis financiero, pitch deck, data room y preparacion de solicitudes para credito, capital o fondeo institucional.": "Business plan, financial analysis, pitch deck, data room and application readiness for credit, capital or institutional funding.",
utils\runtimeCopy.js:249 -> Planes para equipos de cumplimiento | Context: "Planes para equipos de cumplimiento": "Plans for Compliance Teams",
utils\runtimeCopy.js:250 -> Escala desde gestion documental hasta cumplimiento enterprise con reglas, auditoria e integraciones. | Context: "Escala desde gestion documental hasta cumplimiento enterprise con reglas, auditoria e integraciones.": "Scale from document management to enterprise compliance with rules, auditability and integrations.",
utils\runtimeCopy.js:254 -> Para equipos que necesitan ordenar expedientes y documentos. | Context: "Para equipos que necesitan ordenar expedientes y documentos.": "For teams that need to organize files and documents.",
utils\runtimeCopy.js:256 -> Checklist KYC/KYB básico | Context: "Checklist KYC/KYB básico": "Basic KYC/KYB checklist",
utils\runtimeCopy.js:257 -> Control de documentos y vigencias | Context: "Control de documentos y vigencias": "Document and expiration control",
utils\runtimeCopy.js:258 -> Alertas de vencimiento | Context: "Alertas de vencimiento": "Expiration alerts",
utils\runtimeCopy.js:259 -> Reportes básicos | Context: "Reportes básicos": "Basic reports",
utils\runtimeCopy.js:260 -> Para empresas con revisión documental y aprobaciones internas. | Context: "Para empresas con revisión documental y aprobaciones internas.": "For companies with document review and internal approvals.",
utils\runtimeCopy.js:261 -> Todo del plan Inicial | Context: "Todo del plan Inicial": "Everything in Starter",
utils\runtimeCopy.js:262 -> Matriz de riesgo configurable | Context: "Matriz de riesgo configurable": "Configurable risk matrix",
utils\runtimeCopy.js:263 -> Flujos de revisión y aprobación | Context: "Flujos de revisión y aprobación": "Review and approval workflows",
utils\runtimeCopy.js:264 -> Roles de analista y aprobador | Context: "Roles de analista y aprobador": "Analyst and approver roles",
utils\runtimeCopy.js:269 -> Para instituciones con reglas, integraciones y control avanzado. | Context: "Para instituciones con reglas, integraciones y control avanzado.": "For institutions with rules, integrations and advanced controls.",
utils\runtimeCopy.js:270 -> Todo del plan Profesional | Context: "Todo del plan Profesional": "Everything in Professional",
utils\runtimeCopy.js:271 -> Reglas por país, sector o entidad | Context: "Reglas por país, sector o entidad": "Rules by country, sector or entity",
utils\runtimeCopy.js:277 -> Que es NSD Platform? | Context: "Que es NSD Platform?": "What is NSD Platform?",
utils\runtimeCopy.js:278 -> Que la hace diferente? | Context: "Que la hace diferente?": "What makes it different?",
utils\runtimeCopy.js:279 -> Que equipos la usarian? | Context: "Que equipos la usarian?": "Which teams would use it?",
utils\runtimeCopy.js:282 -> Que hace NSD IF? | Context: "Que hace NSD IF?": "What does NSD IF do?",
utils\runtimeCopy.js:283 -> Prepara business plan, analisis financiero, pitch deck, data room y expediente para presentar una solicitud profesional ante otorgantes. | Context: "Prepara business plan, analisis financiero, pitch deck, data room y expediente para presentar una solicitud profesional ante otorgantes.": "It prepares business plans, financial analysis, pitch decks, data rooms and files to submit a professional application to funding providers.",
utils\runtimeCopy.js:285 -> Personas con actividad empresarial, PyMEs, startups, desarrolladores, proyectos productivos y empresas que buscan credito, inversion, capital o fondeo. | Context: "Personas con actividad empresarial, PyMEs, startups, desarrolladores, proyectos productivos y empresas que buscan credito, inversion, capital o fondeo.": "Business owners, SMEs, startups, developers, productive projects and companies seeking credit, investment, capital or funding.",
utils\runtimeCopy.js:286 -> Como ayuda la revision con IA? | Context: "Como ayuda la revision con IA?": "How does AI review help?",
utils\runtimeCopy.js:288 -> Que necesito para comenzar? | Context: "Que necesito para comenzar?": "What do I need to start?",
utils\runtimeCopy.js:289 -> Definir tipos de solicitantes, documentos requeridos, estados de revision, roles, reglas de riesgo y criterios minimos de aceptacion documental. | Context: "Definir tipos de solicitantes, documentos requeridos, estados de revision, roles, reglas de riesgo y criterios minimos de aceptacion documental.": "Define applicant types, required documents, review statuses, roles, risk rules and minimum document acceptance criteria.",
utils\runtimeCopy.js:290 -> La plataforma reemplaza al oficial de cumplimiento? | Context: "La plataforma reemplaza al oficial de cumplimiento?": "Does the platform replace the compliance officer?",
utils\runtimeCopy.js:291 -> No. Ayuda a ordenar evidencia, priorizar riesgos, documentar decisiones y acelerar revision; la decision final sigue siendo del equipo responsable. | Context: "No. Ayuda a ordenar evidencia, priorizar riesgos, documentar decisiones y acelerar revision; la decision final sigue siendo del equipo responsable.": "No. It helps organize evidence, prioritize risks, document decisions and accelerate review; the final decision remains with the responsible team.",
utils\runtimeCopy.js:292 -> Puede adaptarse por pais o sector? | Context: "Puede adaptarse por pais o sector?": "Can it adapt by country or sector?",
utils\runtimeCopy.js:293 -> Si. El roadmap contempla reglas configurables por jurisdiccion, sector, tipo de entidad, nivel de riesgo y politicas internas del otorgante. | Context: "Si. El roadmap contempla reglas configurables por jurisdiccion, sector, tipo de entidad, nivel de riesgo y politicas internas del otorgante.": "Yes. The roadmap includes configurable rules by jurisdiction, sector, entity type, risk level and internal funding-provider policies.",
utils\runtimeCopy.js:295 -> Quien ve los datos? | Context: "Quien ve los datos?": "Who can see the data?",
utils\runtimeCopy.js:296 -> Como se trataran los biometricos? | Context: "Como se trataran los biometricos?": "How will biometric data be handled?",
utils\runtimeCopy.js:297 -> Se puede conectar con proveedores externos? | Context: "Se puede conectar con proveedores externos?": "Can it connect with external providers?",
utils\runtimeCopy.js:298 -> Si. La version enterprise puede integrar APIs KYC, listas restrictivas, biometria, SSO, webhooks, reportes y proveedores de analisis documental. | Context: "Si. La version enterprise puede integrar APIs KYC, listas restrictivas, biometria, SSO, webhooks, reportes y proveedores de analisis documental.": "Yes. The enterprise version can integrate KYC APIs, restrictive lists, biometrics, SSO, webhooks, reports and document-analysis providers.",
utils\runtimeCopy.js:302 -> Biometricos y antifraude | Context: "Biometricos y antifraude": "Biometrics and Anti-Fraud",
utils\runtimeCopy.js:303 -> Modulo preparado para verificacion facial, huella digital, prueba de vida y senales antifraude. Su funcion sera elevar la certeza de identidad del solicitante y dejar evidencia auditable para entidades financieras. | Context: "Modulo preparado para verificacion facial, huella digital, prueba de vida y senales antifraude. Su funcion sera elevar la certeza de identidad del solicitante y dejar evidencia auditable para entidades financieras.": "Module prepared for facial verification, fingerprint, liveness check and anti-fraud signals. Its purpose is to increase applicant identity certainty and leave auditable evidence for financial institutions.",
utils\runtimeCopy.js:305 -> Prueba de vida, comparacion contra ID oficial y deteccion de manipulacion. | Context: "Prueba de vida, comparacion contra ID oficial y deteccion de manipulacion.": "Liveness check, official ID comparison and tampering detection.",
utils\runtimeCopy.js:307 -> Validacion opcional para operaciones sensibles o expedientes de mayor riesgo. | Context: "Validacion opcional para operaciones sensibles o expedientes de mayor riesgo.": "Optional validation for sensitive operations or higher-risk files.",
utils\runtimeCopy.js:309 -> Senales de riesgo por dispositivo, ubicacion, IP y comportamiento de sesion. | Context: "Senales de riesgo por dispositivo, ubicacion, IP y comportamiento de sesion.": "Risk signals by device, location, IP and session behavior.",
utils\runtimeCopy.js:311 -> Registro auditable de aceptacion, finalidad, vigencia y revocacion. | Context: "Registro auditable de aceptacion, finalidad, vigencia y revocacion.": "Auditable record of acceptance, purpose, validity and revocation.",
utils\runtimeCopy.js:312 -> Piloto | Context: "Piloto": "Pilot",
utils\runtimeCopy.js:313 -> Solo liveness + face match cuando el expediente lo justifique. | Context: "Solo liveness + face match cuando el expediente lo justifique.": "Only liveness + face match when the file justifies it.",
utils\runtimeCopy.js:315 -> Proveedor IDV/KYC con evidencia, soporte y costos por expediente controlados. | Context: "Proveedor IDV/KYC con evidencia, soporte y costos por expediente controlados.": "IDV/KYC provider with evidence, support and controlled per-file costs.",
utils\runtimeCopy.js:317 -> SLA, auditoria, retencion definida y gobierno formal de datos biometricos. | Context: "SLA, auditoria, retencion definida y gobierno formal de datos biometricos.": "SLA, auditability, defined retention and formal biometric-data governance.",
utils\runtimeCopy.js:318 -> Demo de biometricos registrada en roadmap. | Context: "Demo de biometricos registrada en roadmap.": "Biometrics demo registered in the roadmap.",
utils\runtimeCopy.js:319 -> Evolucion de cumplimiento | Context: "Evolucion de cumplimiento": "Compliance Evolution",
utils\runtimeCopy.js:323 -> Bitacora de auditoria | Context: "Bitacora de auditoria": "Audit Log",
utils\runtimeCopy.js:324 -> Eventos recientes con actor, accion y evidencia. | Context: "Eventos recientes con actor, accion y evidencia.": "Recent events with actor, action and evidence.",
utils\runtimeCopy.js:328 -> 14 en revision | Context: "14 en revision": "14 under review",
utils\runtimeCopy.js:329 -> Documentos por vencer | Context: "Documentos por vencer": "Documents Expiring",
utils\runtimeCopy.js:334 -> En revision | Context: "En revision": "Under Review",
utils\runtimeCopy.js:336 -> Por vencer | Context: "Por vencer": "Expiring Soon",
utils\runtimeCopy.js:348 -> Gestiona tus servicios, entregables, data room y señales de preparación financiera. | Context: "Gestiona tus servicios, entregables, data room y señales de preparación financiera.": "Manage your services, deliverables, data room and financial-readiness signals.",
utils\runtimeCopy.js:354 -> En Progreso | Context: "En Progreso": "In Progress",
utils\runtimeCopy.js:356 -> Todos los semaforos | Context: "Todos los semaforos": "All Signals",
utils\runtimeCopy.js:360 -> En captura | Context: "En captura": "In Capture",
utils\runtimeCopy.js:363 -> Plan de negocios completo con proyecciones, estrategia, riesgos y narrativa para credito o inversion | Context: "Plan de negocios completo con proyecciones, estrategia, riesgos y narrativa para credito o inversion": "Complete business plan with projections, strategy, risks and narrative for credit or investment",
utils\runtimeCopy.js:364 -> Analisis de mercado exhaustivo | Context: "Analisis de mercado exhaustivo": "Comprehensive market analysis",
utils\runtimeCopy.js:368 -> Plan de implementacion | Context: "Plan de implementacion": "Implementation plan",
utils\runtimeCopy.js:369 -> Checklist documental para otorgantes | Context: "Checklist documental para otorgantes": "Document checklist for funding providers",
utils\runtimeCopy.js:371 -> Analisis integral de viabilidad, capacidad de pago, riesgos, escenarios y lectura institucional | Context: "Analisis integral de viabilidad, capacidad de pago, riesgos, escenarios y lectura institucional": "Comprehensive analysis of feasibility, repayment capacity, risks, scenarios and institutional review",
utils\runtimeCopy.js:373 -> Analisis de sensibilidad | Context: "Analisis de sensibilidad": "Sensitivity analysis",
utils\runtimeCopy.js:375 -> Metricas de rentabilidad | Context: "Metricas de rentabilidad": "Profitability metrics",
utils\runtimeCopy.js:376 -> Mapeo de riesgos | Context: "Mapeo de riesgos": "Risk mapping",
utils\runtimeCopy.js:377 -> Observaciones para revision de credito | Context: "Observaciones para revision de credito": "Observations for credit review",
utils\runtimeCopy.js:379 -> Deck profesional para bancos, fondos, SOFOMES, inversionistas, comites y aliados de capital | Context: "Deck profesional para bancos, fondos, SOFOMES, inversionistas, comites y aliados de capital": "Professional deck for banks, funds, SOFOMs, investors, committees and capital partners",
utils\runtimeCopy.js:380 -> Slide deck de 20-30 paginas | Context: "Slide deck de 20-30 paginas": "20-30 page slide deck",
utils\runtimeCopy.js:382 -> Visualizaciones de datos | Context: "Visualizaciones de datos": "Data visualizations",
utils\runtimeCopy.js:384 -> Presentacion en PowerPoint + PDF | Context: "Presentacion en PowerPoint + PDF": "PowerPoint + PDF presentation",
utils\runtimeCopy.js:385 -> Narrativa alineada a requisitos del otorgante | Context: "Narrativa alineada a requisitos del otorgante": "Narrative aligned to funding-provider requirements",
utils\runtimeCopy.js:386 -> Paquete Completo de Fondeo | Context: "Paquete Completo de Fondeo": "Complete Funding Package",
utils\runtimeCopy.js:387 -> Business Plan + Analisis + Presentacion + data room y expediente base para revision institucional | Context: "Business Plan + Analisis + Presentacion + data room y expediente base para revision institucional": "Business Plan + Analysis + Presentation + data room and base file for institutional review",
utils\runtimeCopy.js:388 -> Todos los servicios anteriores | Context: "Todos los servicios anteriores": "All previous services",
utils\runtimeCopy.js:389 -> Descuento especial del 20% | Context: "Descuento especial del 20%": "Special 20% discount",
utils\runtimeCopy.js:391 -> 2 rondas de revision | Context: "2 rondas de revision": "2 review rounds",
utils\runtimeCopy.js:392 -> Entrega en 18-21 dias | Context: "Entrega en 18-21 dias": "Delivery in 18-21 days",
utils\runtimeCopy.js:393 -> Preparacion para revision con IA | Context: "Preparacion para revision con IA": "Preparation for AI review",
utils\runtimeCopy.js:396 -> Que incluye cada servicio? | Context: "Que incluye cada servicio?": "What does each service include?",
utils\runtimeCopy.js:397 -> Se puede acelerar la entrega? | Context: "Se puede acelerar la entrega?": "Can delivery be accelerated?",
utils\runtimeCopy.js:398 -> Si, podemos evaluar entregas express con costo adicional. | Context: "Si, podemos evaluar entregas express con costo adicional.": "Yes, we can evaluate express delivery with an additional cost.",
utils\runtimeCopy.js:399 -> Se revisan documentos con IA? | Context: "Se revisan documentos con IA?": "Are documents reviewed with AI?",
utils\runtimeCopy.js:400 -> Como se controla la calidad? | Context: "Como se controla la calidad?": "How is quality controlled?",
utils\runtimeCopy.js:402 -> Red de oportunidades | Context: "Red de oportunidades": "Opportunity Network",
utils\runtimeCopy.js:404 -> La compatibilidad se calcula con score NSD, ticket, sector, documentos, riesgo visible y apetito institucional. No garantiza fondeo; ayuda a priorizar a que otorgantes conviene presentar el expediente. | Context: "La compatibilidad se calcula con score NSD, ticket, sector, documentos, riesgo visible y apetito institucional. No garantiza fondeo; ayuda a priorizar a que otorgantes conviene presentar el expediente.": "Compatibility is calculated with NSD score, ticket size, sector, documents, visible risk and institutional appetite. It does not guarantee funding; it helps prioritize which funding providers should receive the file.",
utils\runtimeCopy.js:405 -> Como se calcula el match | Context: "Como se calcula el match": "How the Match Is Calculated",
utils\runtimeCopy.js:408 -> Riesgo dentro de apetito | Context: "Riesgo dentro de apetito": "Risk Within Appetite",
utils\runtimeCopy.js:411 -> Fondo de inversion | Context: "Fondo de inversion": "Investment Fund",
utils\runtimeCopy.js:415 -> Gobierno corporativo | Context: "Gobierno corporativo": "Corporate Governance",
utils\runtimeCopy.js:417 -> En evaluacion | Context: "En evaluacion": "Under Evaluation",
utils\runtimeCopy.js:428 -> Proyecto, uso de fondos, monto, estructura y etapa. | Context: "Proyecto, uso de fondos, monto, estructura y etapa.": "Project, use of funds, amount, structure and stage.",
utils\runtimeCopy.js:430 -> Lectura A-E, riesgos visibles y brechas por subsanar. | Context: "Lectura A-E, riesgos visibles y brechas por subsanar.": "A-E reading, visible risks and gaps to remediate.",
utils\runtimeCopy.js:431 -> Documentos clave, version, vigencia y permisos de acceso. | Context: "Documentos clave, version, vigencia y permisos de acceso.": "Key documents, version, validity and access permissions.",
utils\runtimeCopy.js:433 -> Requerimientos que probablemente pedira cada tipo de otorgante. | Context: "Requerimientos que probablemente pedira cada tipo de otorgante.": "Requirements each type of funding provider will likely request.",
utils\runtimeCopy.js:435 -> Completar faltantes antes de compartir expediente. | Context: "Completar faltantes antes de compartir expediente.": "Complete missing items before sharing the file.",
utils\runtimeCopy.js:437 -> Dar consentimiento para que un otorgante revise el data room. | Context: "Dar consentimiento para que un otorgante revise el data room.": "Give consent for a funding provider to review the data room.",
utils\runtimeCopy.js:439 -> Atender requerimientos con evidencia vinculada. | Context: "Atender requerimientos con evidencia vinculada.": "Address requests with linked evidence.",
utils\runtimeCopy.js:444 -> Gestiona tu expediente antes de solicitar fondeo. La plataforma revisa documentos y requisitos para que llegues mejor preparado ante bancos, SOFOMES, fondos o fintechs. | Context: "Gestiona tu expediente antes de solicitar fondeo. La plataforma revisa documentos y requisitos para que llegues mejor preparado ante bancos, SOFOMES, fondos o fintechs.": "Manage your file before seeking funding. The platform reviews documents and requirements so you arrive better prepared before banks, SOFOMs, funds or fintechs.",
utils\runtimeCopy.js:447 -> Apto para revision inicial de instituciones financieras con faltantes menores. | Context: "Apto para revision inicial de instituciones financieras con faltantes menores.": "Suitable for initial financial-institution review with minor gaps.",
utils\runtimeCopy.js:453 -> Comprobante de Domicilio | Context: "Comprobante de Domicilio": "Proof of Address",
utils\runtimeCopy.js:455 -> Completar vigencia de domicilio y beneficiario controlador. | Context: "Completar vigencia de domicilio y beneficiario controlador.": "Complete address validity and beneficial-owner information.",
utils\runtimeCopy.js:457 -> Agregar escenario conservador y conciliacion de deuda. | Context: "Agregar escenario conservador y conciliacion de deuda.": "Add conservative scenario and debt reconciliation.",
utils\runtimeCopy.js:459 -> Validar constancia fiscal y opinion de cumplimiento. | Context: "Validar constancia fiscal y opinion de cumplimiento.": "Validate tax certificate and compliance opinion.",
utils\runtimeCopy.js:460 -> Ordenar documentos por carpeta y version. | Context: "Ordenar documentos por carpeta y version.": "Organize documents by folder and version.",
utils\runtimeCopy.js:461 -> Compartible con condiciones | Context: "Compartible con condiciones": "Shareable with Conditions",
utils\runtimeCopy.js:462 -> El expediente puede avanzar a prevalidacion NSD, pero conviene cerrar documentos bloqueantes antes de abrirlo a otorgantes. | Context: "El expediente puede avanzar a prevalidacion NSD, pero conviene cerrar documentos bloqueantes antes de abrirlo a otorgantes.": "The file may advance to NSD pre-validation, but blocking documents should be closed before opening it to funding providers.",
utils\runtimeCopy.js:465 -> Hallazgos disponibles para subsanacion. | Context: "Hallazgos disponibles para subsanacion.": "Findings available for remediation.",
utils\runtimeCopy.js:466 -> Ejecutar antes de compartir. | Context: "Ejecutar antes de compartir.": "Run before sharing.",
utils\runtimeCopy.js:467 -> Proyecto guardado como borrador | Context: "Proyecto guardado como borrador": "Project saved as draft",
utils\runtimeCopy.js:468 -> Expansión comercial 2026 | Context: "Expansión comercial 2026": "Commercial Expansion 2026",
utils\runtimeCopy.js:469 -> Capital de crecimiento, equipo comercial y tecnología | Context: "Capital de crecimiento, equipo comercial y tecnología": "Growth capital, sales team and technology",
utils\runtimeCopy.js:470 -> Tecnología / SaaS | Context: "Tecnología / SaaS": "Technology / SaaS",
utils\runtimeCopy.js:471 -> Listo para revisión | Context: "Listo para revisión": "Ready for Review",
utils\runtimeCopy.js:472 -> Nombre del proyecto | Context: "Nombre del proyecto": "Project Name",
utils\runtimeCopy.js:477 -> Fintech / Institución de Tecnología Financiera | Context: "Fintech / Institución de Tecnología Financiera": "Fintech / Financial Technology Institution",
utils\runtimeCopy.js:479 -> Deuda Privada y Fondos de Capital | Context: "Deuda Privada y Fondos de Capital": "Private Debt and Capital Funds",
utils\runtimeCopy.js:488 -> Riesgo principal | Context: "Riesgo principal": "Main Risk",
utils\runtimeCopy.js:491 -> Uso de fondos | Context: "Uso de fondos": "Use of Funds",
utils\runtimeCopy.js:492 -> Como se aplicara el dinero, en que calendario y que hitos desbloquea. | Context: "Como se aplicara el dinero, en que calendario y que hitos desbloquea.": "How the money will be deployed, on what schedule and which milestones it unlocks.",
utils\runtimeCopy.js:493 -> Capacidad de pago | Context: "Capacidad de pago": "Repayment Capacity",
utils\runtimeCopy.js:494 -> Flujo, EBITDA, cobranza, contratos o fuente de repago. | Context: "Flujo, EBITDA, cobranza, contratos o fuente de repago.": "Cash flow, EBITDA, collections, contracts or repayment source.",
utils\runtimeCopy.js:498 -> Documentos que soportan afirmaciones financieras, comerciales y legales. | Context: "Documentos que soportan afirmaciones financieras, comerciales y legales.": "Documents supporting financial, commercial and legal claims.",
utils\runtimeCopy.js:501 -> Validar KYC/KYB, data room y autorizaciones para otorgantes. | Context: "Validar KYC/KYB, data room y autorizaciones para otorgantes.": "Validate KYC/KYB, data room and authorizations for funding providers.",
utils\runtimeCopy.js:504 -> Ejecuta analisis IA del proyecto. | Context: "Ejecuta analisis IA del proyecto.": "Run AI analysis of the project.",
utils\runtimeCopy.js:507 -> Esperando matriz por sector. | Context: "Esperando matriz por sector.": "Waiting for sector matrix.",
utils\runtimeCopy.js:510 -> Se calculan despues del analisis. | Context: "Se calculan despues del analisis.": "Calculated after analysis.",
utils\runtimeCopy.js:511 -> Apto para revisión preliminar | Context: "Apto para revisión preliminar": "Suitable for Preliminary Review",
utils\runtimeCopy.js:512 -> SOFOM de crecimiento | Context: "SOFOM de crecimiento": "Growth SOFOM",
utils\runtimeCopy.js:514 -> Fintech de crédito empresarial | Context: "Fintech de crédito empresarial": "Business Credit Fintech",
utils\runtimeCopy.js:515 -> El uso de fondos es claro y compatible con productos de deuda empresarial. | Context: "El uso de fondos es claro y compatible con productos de deuda empresarial.": "The use of funds is clear and compatible with business-debt products.",
utils\runtimeCopy.js:516 -> Falta completar pitch deck para mejorar presentación ante fondos. | Context: "Falta completar pitch deck para mejorar presentación ante fondos.": "The pitch deck should be completed to improve presentation to funds.",
utils\runtimeCopy.js:517 -> KYC/KYB requiere validación final de beneficiario/control. | Context: "KYC/KYB requiere validación final de beneficiario/control.": "KYC/KYB requires final validation of beneficial owner/control.",
utils\runtimeCopy.js:519 -> Proyecto analizado con agentes IA | Context: "Proyecto analizado con agentes IA": "Project analyzed with AI agents",
utils\runtimeCopy.js:521 -> Puede avanzar a comite si el data room esta completo. | Context: "Puede avanzar a comite si el data room esta completo.": "May move to committee if the data room is complete.",
utils\runtimeCopy.js:527 -> Requiere requerimientos y plan de subsanacion. | Context: "Requiere requerimientos y plan de subsanacion.": "Requires requests and a remediation plan.",
utils\runtimeCopy.js:528 -> Riesgo alto | Context: "Riesgo alto": "High Risk",
utils\runtimeCopy.js:530 -> Listos para comite | Context: "Listos para comite": "Ready for Committee",
utils\runtimeCopy.js:531 -> Listo para comite | Context: "Listo para comite": "Ready for Committee",
utils\runtimeCopy.js:533 -> Preparar memo de comite | Context: "Preparar memo de comite": "Prepare Committee Memo",
utils\runtimeCopy.js:537 -> Riesgo alto visible | Context: "Riesgo alto visible": "Visible High Risk",
utils\runtimeCopy.js:538 -> Preparacion por validar | Context: "Preparacion por validar": "Readiness to Validate",
utils\runtimeCopy.js:543 -> Si, existen expedientes con data room amplio. | Context: "Si, existen expedientes con data room amplio.": "Yes, there are files with broad data rooms.",
utils\runtimeCopy.js:544 -> Todavia hay que fortalecer data rooms. | Context: "Todavia hay que fortalecer data rooms.": "Data rooms still need strengthening.",
utils\runtimeCopy.js:545 -> Donde esta el cuello de botella? | Context: "Donde esta el cuello de botella?": "Where is the bottleneck?",
utils\runtimeCopy.js:547 -> Priorizacion de comite y contacto. | Context: "Priorizacion de comite y contacto.": "Committee and contact prioritization.",
utils\runtimeCopy.js:548 -> Que revisa riesgo? | Context: "Que revisa riesgo?": "What does risk review?",
utils\runtimeCopy.js:549 -> Alertas altas, KYB, legal y uso de fondos. | Context: "Alertas altas, KYB, legal y uso de fondos.": "High alerts, KYB, legal and use of funds.",
utils\runtimeCopy.js:550 -> Concentracion sectorial y supuestos de score. | Context: "Concentracion sectorial y supuestos de score.": "Sector concentration and score assumptions.",
utils\runtimeCopy.js:551 -> Que sigue comercialmente? | Context: "Que sigue comercialmente?": "What comes next commercially?",
utils\runtimeCopy.js:553 -> Esperar subsanacion antes de abrir contacto. | Context: "Esperar subsanacion antes de abrir contacto.": "Wait for remediation before opening contact.",
utils\runtimeCopy.js:559 -> Necesita preparacion documental antes de revisar. | Context: "Necesita preparacion documental antes de revisar.": "Requires document readiness before review.",
utils\runtimeCopy.js:560 -> Pipeline de Crédito (Otorgante) | Context: "Pipeline de Crédito (Otorgante)": "Credit Pipeline (Funding Provider)",
utils\runtimeCopy.js:561 -> Expedientes recibidos y listos para análisis y comité. | Context: "Expedientes recibidos y listos para análisis y comité.": "Files received and ready for analysis and committee.",
utils\runtimeCopy.js:562 -> + Alta Manual de Proyecto | Context: "+ Alta Manual de Proyecto": "+ Manual Project Intake",
